article,label
"U.N. warns millions at risk in Yemen, urges Saudi coalition to open ports",1
Trump-backed Navy expansion would boost costs some $400 billion over 30 years: study,1
"U.S. Air Force picks Raytheon, Lockheed for next-gen cruise missile",1
"Presidential hopeful wants Finland out of EU, says nationalists will bounce back",1
White House divisions on display with Scaramucci's comments,1
 WATCH: Conservative Activist Openly Declares That Contraception Should Be Illegal,0
Xi calls for concerted effort to resolve Korean peninsula issue: Xinhua,1
[VIDEO] WHAT JERRY SEINFELD HAS TO SAY ABOUT OVERLY PC COLLEGE KIDS WILL MAKE THE LEFT CRAZY,0
U.S. citizen on the run after busting out of Bali prison,1
"Rights group voices fears over Trump refugee plan, torture",1
"Trump aide says no decision on Clinton prosecutor, now focused on unity",1
Clinton expands lead over Trump to 13 points: Reuters/Ipsos poll,1
Trump may reinstate secret CIA 'black site' prisons: U.S. officials,1
 Trump Fan Drives Jeep Through Crowd Of Protesters (VIDEO),0
U.S. opens door to a change in blood donation policy for gay men,1
UNIVERSITY WARNS: Make Sure Your Holiday Party Is Not A “Christmas Party” In Disguise,0
Democratic senators urge speed on Supreme Court nominee,1
"Trump not aware of 2016 meeting between son, Russian lawyer: legal spokesman",1
One dead after light aircraft collides on Caernarfon runway,1
Japan PM says forex policy should not be discussed by leaders,1
Michigan governor asks Obama for federal aid in Flint water crisis,1
LEO DITCHES HILLARY: Shady Excuse Doesn’t Fly In DiCaprio Fundraiser Cancellation,0
Trump paid $38 million in taxes in 2005: White House,1
Truck bomb in northern Iraq kills at least 23,1
Trump aide Greenblatt heads to Israel after Jerusalem announcement,1
WOW! NEWS ANCHOR Hammers Obama On His Pro-Muslim Speech At Radical Mosque [Video],0
Germany says EU states must implement court ruling on migrants swiftly,1
Trump wants ex-Goldman partner Mnuchin to run U.S. Treasury: Fox Business,1
(VIDEO) DONALD TRUMP: “NOT BEHOLDEN TO ANYONE”,0
"WATCH: SMARTPHONE CAPTURES NEW BOATLOAD OF “Scared, Hungry Women and Children” On Their Way To Europe…While 6.6 MILLION More Are Waiting To Cross",0
Senator Jeff Sessions to endorse Trump White House bid: Drudge Report,1
 Karma In All Its Glory: Republican Chairwoman Forced To Resign Over ‘Obama Is A Chimp’ Facebook Post,0
 Republican Mailer Threatens To Out Voters To Neighbors If They Vote Democrat,0
GERMANY: Afghan “Teen” Refugee Who RAPED and KILLED Female Med Student and Refugee Volunteer Is Actually 33-Years Old…And There’s MORE!,0
China warns Taiwan not to rely on foreigners after attack threat,1
House Speaker Ryan: lawmakers likely to come together on Puerto Rico,1
Trump's low approval rating masks his support among likely voters: Reuters/Ipsos poll,1
" FBI Releases DAMNING Information About Russian Collusion, Trump TERRIFIED",0
Obama And Kerry Exposed: Secret Side Deals With Iran And No Nuclear Agreement,0
We'll lift Russia sanctions when east Ukraine is peaceful: Merkel,1
"Islamic State killed more than 60, dozens missing in Syrian town: governor",1
Greece and Turkey trade barbs as Erdogan visits Athens,1
Iran says 'biased' French stance threatens Middle East stability,1
"WATCH: KELLYANNE CONWAY Gives Dreaded Answer To Liberal Hack, “This Week” Host George Stephanopoulos’ Question About Trump’s Plans To Run In 2020",0
"Hastert loses one Illinois pension, keeps another after sentencing",1
Newly freed Pakistani Islamist calls ex-PM Nawaz Sharif a 'traitor',1
House Speaker does not rule out amendments to debt limit bill,1
MEDIA DOWNPLAYS Attack By Unhinged Neighbor On Senator Rand Paul…’Minor Injuries’ Not So Minor,0
Egyptian rights lawyer says he'll run for president in 2018,1
New Jersey's Christie vetoes bill seeking Trump's tax returns,1
"Brexit deal could be template for EU ties to Ukraine, Turkey, Germany's Gabriel says",1
"FARRAKHAN DEVOTEE, COP HATER AND RAPPER, ‘KILLER MIKE’ To Speak At SOLD OUT Event At Prestigious MIT University",0
Congress should give Puerto Rico debt restructuring authority: White House,1
Senators urge Trump to avoid blockade of Venezuela oil shipments,1
‘SLEEPY’ JUSTICE GINSBURG: Excites Crowd By Saying She’d Back Abolition Of The Electoral College [Video],0
Liberia's ruling party alleges election irregularities,1
Russia may seize U.S. property if its own compounds not returned: Kommersant,1
Cuba calls Trump's U.N. address 'unacceptable and meddling',1
"Factbox: Five facts about Mike Pompeo, expected to replace Tillerson",1
UK PM May: We will not revoke Article 50 EU exit process,1
Austria's Freedom Party criticizes ECJ ruling on migrant quotas,1
France's Macron says external powers must stop interfering in Lebanon,1
Trump taps Retired General Kelly to lead Homeland Security: statement,1
Trump says to approve lifting restrictions on South Korea missile payload limits,1
Obama avoids pipeline comment but urges tribal sovereignty,1
(VIDEO) DESPERATION? CLINTON CAMPAIGN PANDERS TO RADICAL BLACK GROUPS,0
"Trump interviews four for Fed chair job, to decide in two-three weeks",1
U.S. lawmakers say Afghanistan corruption threatens future spending,1
"Trump tries to move past controversies, says he is keeping promises",1
Trump picks former U.N. spokesman Grenell for ambassador to Germany,1
Kushner to make statement to the press after speaking to lawmakers,1
Turkey has completed purchase of Russian missile defense: defense minister,1
HOPE FOR FORGOTTEN AMERICA…Why Trump Is Last Chance For This Steel Town Where 94% Of Jobs Have Gone [VIDEO],0
AT&T lawyer says U.S. effort to stop Time Warner deal 'foolish': CNBC,1
 The Pope Just Called Most American Employers (And Donald Trump) ‘Bloodsuckers’,0
Louisiana governor to sign law making police killings hate crimes,1
ANTI-HILLARY POSTERS POP UP All Over Hollywood…Great timing!,0
Australia finds wreck of first Allied submarine to sink in World War One,1
House speaker tells Trump healthcare bill lacks votes: CNN,1
"Russia says continues dialogue with Washington on North Korea, Iran: RIA",1
Al Qaeda warns Myanmar of 'punishment' over Rohingya,1
Kremlin says too early to react to Trump nuclear cuts offer,1
Explosion in Mali kills three U.N. soldiers from Bangladesh,1
"U.S. Senate votes near unanimously for Russia, Iran sanctions",1
Trump cancels California event to stay in New York,1
Trump does not think U.S. should copy Australia's health system: White House,1
DISMISSED: Trump Fires Scandal Plagued FBI Director James Comey – What Does It Mean?,0
Iran 'hopes Hariri will remain Lebanon's prime minister',1
Obama makes no mention of Trump in first major post-presidential appearance,1
Disputed CFPB acting director plans to seek preliminary injunction: filing,1
 Evan McMullin: ‘Never In His Life’ Has Trump Had To Watch His Mouth (VIDEO),0
 Cruz Trying To Hold Fiorina’s Hand Is More Awkward Than A Middle School Dance (VIDEO),0
NATIONAL ENQUIRER ENDORSED TRUMP…Then Dropped YUGE Bombshell: “CRUZ’S 5 SECRET MISTRESSES”,0
Police investigating militants search Brussels houses,1
McConnell says deep State Department budget cuts won't pass,1
Kansas lawmakers to hash out fiscal 2017 budget fix,1
"China, U.S. create 'miracle' with $253.4 billion in dealmaking: Zhong",1
Palestinian prime minister visits Gaza in move to reconcile with Hamas,1
"Nothing should change, says Britain in bid for post-Brexit security pact",1
Florida legislature approves controversial abortion restrictions,1
Venezuelan opposition pins hopes on elections as protests falter,1
"As Republicans aim to ride economy to election victory, a warning from voters in key district",1
Trump: Being friends with North Korea's Kim is possible,1
Trump travel restrictions hit demand for visits to U.S.: study,1
Democrats in disarray on eve of convention to nominate Clinton,1
 Donald Trump Is Clearly Panicking; Avoiding The People Who Voted For Him,0
"BRITISH TV PERSONALITY: Don’t Blame Trump For Muslim Ban Comments , He Speaks For The Masses…Who Can Blame Americans For Not Wanting To End Up Like UK? [VIDEO]",0
"Illinois House enacts FY 2018 budget, ending record impasse",1
"U.S. can still hit climate goals despite Supreme Court pause, White House says",1
Senate set to vote Thursday on limiting Supreme Court nominee debate,1
Ex-head of Colorado Republicans charged with voter fraud,1
EPA chief says Paris climate agreement 'bad deal' for U.S.,1
Liberia electoral commission says fraud claims lack evidence,1
U.S. defense elite rally behind Trump's unusual Pentagon pick,1
 Tiffany Trump Is Sad As Hell After Whole Family Completely Forgot Her Birthday,0
"Sudan general, nine soldiers killed in Darfur clashes: SUNA",1
Sen. McConnell says expects Puerto Rico funding request by mid-October,1
" New Poll Shows How Batsh** CRAZY Trump Fans Are, Gives Them A BRUTAL Reality Check (IMAGES)",0
Austrian president tells Kurz to heed 'European values' on coalition,1
Merkel wants outline coalition deal with SPD by mid-January,1
Homeland Security secretary expects wall to be 'under way' within two years,1
You're fired! U.S. school debaters' dim view of Trump's podium style,1
Russia U.N. envoy says U.S. sanctions will not change Moscow,1
BUSTED! NANCY PELOSI Claims No Meeting With Russian Ambassador…Photo From 2010 Proves Otherwise! [Video],0
Trump to broaden exemptions to Obamacare birth control mandate: report,1
"Italian parliament passes 2018 budget, clearing way for elections",1
Ryan says expects legislation to replace Obamacare this year,1
"From Syria to North Korea, Tillerson would inherit a messy global situation",1
Trump's choice for U.S. attorney general says he can stand up to him,1
Merkel says she would prefer new elections over minority government,1
"Russia, Iran sanctions bill hits roadblock in U.S. House",1
"U.S. Senate's Reid, in last round, jabs outside money in Nevada succession fight",1
Congressional race in Virginia shows Trump drag on Republicans,1
Conservative firebrand defeats Trump pick in Alabama primary for U.S. Senate,1
Factbox: Legal issues in Supreme Court immigration case,1
"DONALD TRUMP JR., JUST HUMILIATED Michael Moore In Front Of Millions On Social Media…And It Was SPECTACULAR!",0
U.S. Supreme Court to decide major case on Obama immigration plan,1
Measure to hike California's minimum wage to $15 qualifies for ballot,1
Iraq Kurds seek international help to lift sanctions imposed by Baghdad,1
Islamic State guerrilla attacks point to its future strategy,1
European Parliament wants Britain to end discrimination against EU citizens: draft,1
 Donald Trump On Accusations Of Sexual Assault: Mexico Did It,0
China top graft buster says corruption fight 'world class hard',1
White House welcomes Supreme Court ruling on electricity markets rule,1
London police arrest woman after incident at Prince George's school,1
Suicide bomber kills at least 18 at police academy in Somalia's capital,1
Exclusive: Trump targets illegal immigrants who were given reprieves from deportation by Obama,1
Puerto Rico governor cites 'sharp contrast' with island's overseers,1
Japan's Abe vows to put education spending before budget balance,1
Trump Supreme Court nominee Gorsuch seen in the mold of Scalia,1
 WATCH: Democrats Release Video PERFECTLY Highlighting Hypocrisy Of Trump’s Appointments,0
Judge tells Trump University litigants they would be wise to settle,1
Democratic leader Schumer emerges as Trump's newest punching bag,1
“Peaceful” Muslims Scream: “THIS IS FOR ALLAH” After Driving Van 50 MPH Pedestrians…3 ARMED Terrorists On Run In Gun-Free London…Britain’s PM Calls It “Potential Act Of Terror” [VIDEO],0
Death toll in collision between Tunisian navy and migrant boat reaches 34,1
Senators criticize Trump's information shut-out to Democrats,1
"Kurdish demonstrator killed, 6 wounded in Iraqi city of Khanaqin: mayor",1
London art auction raises $2.5 million for survivors of deadly Grenfell Tower blaze,1
Trump questions why U.S. Civil War had to happen,1
Turkey starts trial of 30 newspaper staff for links to coup attempt,1
" OOPS: Hypocrite Trump Accuses Amazon Of Not Paying Taxes, Except They Do",0
"HILLARY’S CAMPAIGN MANAGER STAMMERS When Asked Why Using Trump’s Stolen Tax Returns Are Okay, But Wikileaks Emails Aren’t [VIDEO]",0
U.S. military says will not disclose details on injured service members,1
Trump angers UK with truculent tweet to May after sharing far-right videos,1
 Ben & Jerry’s Ice Cream Founders Get Arrested At U.S. Capitol,0
EU's Juncker offers carrot and stick to eastern states,1
Islamic State's footprint spreading in northern Somalia: U.N.,1
Britain will not pay 'a penny more' than it thinks right to leave EU: Boris Johnson,1
Romney: It's 'disqualifying' for Trump not to release tax returns,1
 Bystander Uses Baseball Bat To Stop Man From Crushing Toddler’s Head ‘For God’ (VIDEO),0
"Refusing to sit on lead, Trump gets bitter in Republican debate",1
Supreme Court gives Hawaii until Tuesday to answer Trump travel ban motion,1
 Saturday Night Live Takes On GOP Cowardice In Stunningly Accurate Faux Movie Trailer (VIDEO),0
"Turkey says U.S. isolated on Jerusalem, issuing threats",1
South Africa's Ramaphosa gets most nominations ahead of ANC leadership vote,1
"COWARDLY BLACK BLOC THUG Dane Powell Pleads Guilty…Faces 6 Yrs In Prison For Rioting, Assaulting Police During Trump’s Inauguration [VIDEO]",0
Pence fires up anti-abortion activists in Washington march,1
Zimbabwe court grants bail to U.S. citizen charged with subversion,1
EU exec proposes deeper euro zone integration to unite EU,1
Trump considering how move of U.S. Embassy in Israel could affect Mideast peace,1
 Heckler Screams ‘F*ck Hillary’ At Clinton Rally – And She Just Laughs At Him (VIDEO),0
"Israel says Hezbollah runs Lebanese army, signaling both are foes",1
Turkish tanks drill on Iraqi border week before Kurdish vote,1
"Obama tells Latin America and world: give Trump time, don't assume worst",1
Trump's campaign should be fair game in Trump University trial: lawyers,1
Central African president pleads to U.N.: Don't forget us,1
Texas lawyer sues Cruz to challenge eligibility,1
LOBBYING FOR VOTES? How Trump Could LEGALLY Fly The 200 Must Have Delegates To Mar-a-Lago For A Luxurious Weekend,0
THINK AMERICA CAN’T END UP LIKE GREECE? THINK AGAIN!,0
Britain's M1 motorway partially closed after suspicious object discovered,1
U.S. House Speaker backs intelligence panel chair in Russia probe,1
Norway says sunken Russian helicopter wreckage may have been located,1
"Kurdish leader departs, leaving nephew faced with reconciliation",1
Four Serbs get suspended sentences for 2008 attack on U.S. embassy,1
China hopes all sides' words and actions reduce tension on Korean peninsula,1
Peru's Congress ousts cabinet as political crisis deepens,1
EU reopens feud over quotas for hosting refugees,1
The Trump tightrope: Republicans weigh response with eye toward future,1
" NBA Kowtows To Racists, Orders Players To Stand For Anthem",0
" Hillary Talks Taco Trucks, SHREDS Trump, And The Crowd Goes WILD (VIDEO)",0
New York attorney general opens probe of Trump Foundation,1
Opponents of Cruz White House bid take case to N.Y. appeals panel,1
Tillerson says Saudi Arabia not ready for talks with Qatar on Gulf crisis,1
U.S. House Republicans finalize list of rules to kill in Wednesday vote,1
 This Really Happened: Fox Interrupted Trump To Criticize Him And Praised Obama,0
Trump slams federal court ruling on funding for 'sanctuary cities',1
" Leslie Knope Writes Powerful, Heartbreaking Letter To America That EVERYONE Should Read",0
Peru's central bank chief says Trump gives him 'goose bumps',1
Clinton's surprise Michigan loss exposes risks for her on trade,1
Trump says he has narrowed potential running mate picks to five or six: AP,1
"Watch out frontrunners, over 1,500 candidates vying for White House",1
Islamic State raises stakes with Egypt mosque attack,1
Mexico finance minister resigns to seek presidency for ruling party,1
 Racists Go CRAZY after Samuel L Jackson Trashes Trump On Jimmy Kimmel Live (VIDEO),0
N.J. Governor Chris Christie accosts heckler in Milwaukee,1
U.S. military orders additional probe into August Somalia raid,1
Michigan governor denies misleading U.S. House on Flint water,1
Factbox: Short list of potential picks for Trump administration,1
 Donald Trump Thanks The ‘Poorly Educated’ For Handing Him Victory In Nevada (VIDEO),0
Rebels kill 15 peacekeepers in Congo in worst attack on U.N. in recent history,1
Zimbabwean activist pastor arrested for criticizing Mugabe government,1
Obama scolds Senate Republicans for Supreme Court threat,1
"Britain to pay 400 million-pound debt to Iran soon, Iranian envoy says",1
Chinese general kills himself amid corruption probe,1
"Senator Johnson: Trump argued for repealing, replacing Obamacare",1
WHY “MODERATE” MUSLIMS DON’T SPEAK OUT: Muslim Shopkeeper Makes Video Wishing Customers “Happy Easter”…Muslim Man Stabs Him To Death [VIDEO],0
Russian submarines fire cruise missiles at Islamic state in Syria,1
France's Occitanie region calls for Spain and Catalonia peace talks,1
Trump foundation stops fundraising in New York state,1
Ireland trying to force Northern Ireland to stay in customs union after Brexit: DUP,1
JUST IN: NYC TERRORIST Allegedly Entered U.S. On NY Democrat Senator Chuck Schumer’s ‘DIVERSITY VISA” Program,0
Global backlash grows against Trump's immigration order,1
Spain's PM says may use constitution to block Catalan independence,1
"U.N. condemns North Korea missile launch after Russia, U.S. spar over words",1
Trump considering Dallas investor Ray Washburne for interior secretary: CNBC,1
Trump says ending chain migration will be part of a DACA deal: Fox interview,1
Turkey seeks life sentences for 60 ex-military over 1997 'post-modern coup',1
"Republicans, Democrats sharply divided over Muslims in America: Reuters/Ipsos poll",1
Trump to name National Labor Relations Board chairman: White House,1
Massachusetts ballot initiative on president tax return passes hurdle,1
 Obama’s Doing Something BIG To Raise Pay For Millions Of Americans (VIDEO),0
Modi says India shares Myanmar's concern about 'extremist violence',1
 Everyone Is Freaking Out Over This ‘Visitor’ At A Bernie Sanders Rally (VIDEO/TWEETS),0
Elite Nazi-allied Order From Hungary Claims Trump Adviser Sebastian Gorka Is Sworn Member,0
" Newt Gingrich Attempted To Stiff Small Businesses, FEC Shot Him Down",0
"EPA confirms White House freeze on grants, contracts ends Friday",1
California poised to shut out Republicans from U.S. Senate race,1
"U.S. loan to Puerto Rico a start, but more aid to come: official",1
Four dead in ambush of World Food Programme convoy in Nigeria,1
NOT FUNNY! What These “MORONS” Did For Crooked Hillary Should FRIGHTEN Every American [VIDEO],0
U.S. judge finds Texas voter ID law was intended to discriminate,1
Workers rights get Qatar nod as ILO poised decide on abuse probe,1
"Puigdemont, other sacked Catalan leaders in Brussels: media",1
Spy plane contract to be awarded in fiscal 2018: U.S. Air Force,1
Green Party raises $3.5 million for presidential vote recounts,1
Transport minister doesn't think Britain will leave EU without a deal,1
Investors gird for impact of Trump healthcare measures,1
Damaged A380 to be flown to France to investigate engine blast,1
South Korea calls for 'bone-numbing' sanctions on North for nuclear test,1
"Myanmar forces may be guilty of genocide against Rohingya, U.N. says",1
Two Republican senators join opposition to revised healthcare bill,1
German admits selling gun to Munich attack shooter,1
Republican National Committee cuts ties with Moore: Politico,1
" Republican Congressman Rejects Trump In Scathing Open Letter, Will Vote For Hillary",0
"Clinton disparages Trump's economic plan, vows to help workers",1
Exclusive: Koch brothers will not use funds to try to block Trump nomination,1
NBC MANAGEMENT “Protected The Sh*t Out of Him”: Details of Married Matt Lauer’s Disgusting Acts Of Sexual Harassment Are REVEALED After Democrat Fan Boy Is Fired,0
Clinton blames FBI's Comey for her defeat in call with donors,1
Record fall in net migration to UK in year after Brexit vote,1
"Trump again vows to bring back U.S. jobs, but offers few details",1
U.S. court: Ruling on Trump travel ban will not come Wednesday,1
Panama to send immigration envoys to China as visa limits lifted,1
Merkel calls on Hungary to implement court ruling on refugee distribution,1
Boiler Room EP #82 – Mind-boggling Collusion,0
Poles dressed in black march in defense of women's rights,1
"House speaker, Trump aides vow tax reform by end of 2017",1
Factbox: Issues at stake in Trump-China summit in Florida,1
Germany's CSU denies report Seehofer to quit as Bavaria premier,1
"In schools and hospitals, Turkey carves north Syria role",1
Trump administration starts countdown to NAFTA talks in mid-August,1
Trump Cabinet's First World problem: omitting a few million here and there,1
Petrol bombs and tear gas in Athens rally to mark rapper killing,1
Trump says democracy must be restored in Venezuela soon,1
More than 90 arrested in protests in Washington: CNN,1
U.S. budget chief Mulvaney says CFPB staff should 'disregard' deputy director: memo,1
U.N. official says will raise sexual violence against Rohingya with ICC,1
"Trump to meet Canada's PM amid tensions over trade, immigration",1
U.S. conservative group backs Republicans who favor clean energy,1
" The Senate Banking Committee Held An Equifax Hearing, And The Monopoly Man Showed Up",0
"U.S. Democrat Bernie Sanders wins Alaska, Washington, Hawaii caucuses",1
Vietnamese court upholds jail term for prominent activist: lawyer,1
"Food and drug chief Gottlieb skirts health secretary talk, says most effective at FDA",1
"Japan, U.S. agree economic talks should produce 'concrete results' near term",1
STEVE JOBS’ WIDOW ANNOUNCES SUPPORT FOR “Revolutionary” HILLARY On Same Day Hillary’s Busted For Faking This…,0
 WATCH: Chuck Todd Puts The Screws To Mitch McConnell For Not Giving Merrick Garland A Chance,0
THE WOMAN WHO Moved Freedom Loving Americans To Tears With Her Passionate IRS Testimony Is Now Asking For Our Help,0
Supreme Court dismisses Hawaii's challenge to Trump travel ban,1
 Democratic Senator Joins #THERESISTANCE: Says Trump Stole Obama’s SCOTUS Seat (DETAILS),0
