speech,label
I hope there is room for one more as i am very excited about this .,0
Short Barrel 45 feet : Taurus Judge With Winchester PDX1 Loads - YouTube Short Barrel 30 feet : Taurus Judge 000 buckshot/.45LC tests at a life size target .,0
I 'm a proud white male new to these forums .,0
My mother was a teacher and a fair while back thought colored folks were wonderful misunderstood creatures but after teaching a majority non white class for a couple of years she no longer thinks they are all that great,0
"It's no coincidence that they all seem to have similar storylines going at the same time , they do it to reinforce the subliminal messages .",0
He live on forums all day because he have no job .,0
The majority of them are as stupid as real Negroes .,1
"Lunch is 15 minutes and recess is 15 minutes , you ca n't talk during class and there is little time available after school .",0
She looks arabic if anything .,0
saysay.jpg say say with a candle 2.jpg This is my nearly 3 year old cat called Say-Say .,0
"This was the first silent movie I saw , the first movie I saw starring Lillian Gish , who is now one of my favourite actresses .",0
The worst thing about this is that every single one of our beautiful cities in ALL of our countries now look like this .,1
These negro sports are supported with White peoples money .,0
"I had to show this , Macedonian handball fans in Zadar , Croatia .",0
Mam and Dad 's side both Irish .,0
"Hell , I 've been single for ....",0
Just got back from my new job .,0
There are a crap load of people from so cal and a whole bunch just went to a show last weekend .,0
"Seriously Guys , It 's An Indian Symbol For Good Fortune - People Of Walmart : People Of Walmart",0
I've gotten where I really do n't like pro sports of any type but the pomp and circumstance surrounding American football is just ridiculus .,0
"The whites and the asians evoluated , and the blacks are still behind .",1
Click on the audio player at the link below .,0
Yeah I saw that one on TV about the jew rabbi that was trying to get some from the 14 year old girl .,0
Baby steps .,0
"Yes indeed it is , and yes he is a jew .",0
I wonder what the shegroid that came running up did .,1
"Save this website in your favorites , and spread it around .",0
Forcing people to look at propaganda so they will have a knee-jerk reaction when they make an unconscious real world correlation to what they were forced to view ...,0
I allways stare at them first with very serious eyes and from long distance .,0
"I'd say yes , because when the whites took over again they killed all the yellows and their offspring and started off right again .",0
If White celebrities had lots of children that 'd set the dangerous example that Whites should n't stop at 1 - 2 .,0
And here 's what David Irving 's site offers on Hitler 's Table Talks .,1
Why would you want to see this pollution spread further into our gene pool ?,1
Yep!,0
"You 're worried about affirmative action and liberals , that 's your spot .",1
Some kid knocking on a blacks door and running away.Look donkeys fords chipie across the road the internet cafe run by black overeactcted.Attacked the Limerick kid all at least 20 of them.Kid arrived out later with his at least 30 friends.The owner of internet cafe says to the white youth i have white blood.One roars back the only thing white about you is your teeth .,0
Black Student Protesters Beaten By White Students At South African University Rugby Match Okayafrica .,0
"Yeah, when I was younger there were some old lady in my street and kids thought that she is Baba Roga , so one day I waited for her with some pipe , I almost boke her backs ...",0
"------------------------------------------------------- Arnold Rüütel , president of Estonia , says his nation is grateful to Icelanders for having the courage of recognizing Estonia 's independance while other countries kept quiet .",0
I 'll be at that show AND I 'm a brunette .,0
So if a fellow white man rapes my daughter or kills my brother I should let it go because he is white ?,0
"www.sjcsf.edu St. Mary 's College of Maryland , St. Mary 's , Md.",0
Without us they would still be living in mud huts with sharpened sticks .,1
It might hold together for a short time but eventually major problems will develop .,0
Then they show some shame in their face and turn away their eyes and do not disturb me with their staring .,0
That 's why we need to keep in touch and stay organized .,0
The Juden never stop with the race mixing yet they do n't want it for themselves .......,1
Have a look on the internet and you can see for yourself .,0
They are internationalist-Marxists .,0
I shall live by these 10 rules for the rest of my life as if they where the word of god .,0
"www.hillsdale.edu St. John 's College , Annapolis , Md.",0
"There are people I know of that actually are like that , I 'm sorry to say .",0
"Remember there will be a delay in your potst ' appearing , until you reach unmoderated status .",0
"And I also hope that thing like that is not gonna happen with our brothers from Belarus and Ukraine , who are also working illegaly on construction jobs .",0
Swim back to Liberia--with a jew under each arm !,1
"""",0
"Needs a new stock , ramrod and nipples .",0
Call the jackass and tell him about hundreds of thousands of foreign nationals who have invaded our country and laid seige to our cities on May 1 .,1
"Hi, just joined the forums and looking forward to joining in the discussions with fellow white nationalists and having some interesting debates , good to be here amongst friends Thewhitewolf88",0
"`` Those who ca n't do , teach '' - my dad .",0
"I've seen it before , most are Poles from America from what I see .",0
"YouTube - Chucky cheese Brawl/Fight Yeah , never taking my kids there ... if and when I have kids",0
Anti-White C * * T.,0
What kind of moron throws away school district money on fruit that 's out of season ?,0
No doubt they 'll be coming up with chocolate-colored Leprechauns and a Chinese flavored Uncle Sam 's too .,1
The two teenagers are charged with assaulting Rose Powell last Wednesday and stealing her car .,0
"Strong, firm parents who bring up their children with Values are a good breeding ground for future leaders .",0
"I wish they 'd all bugger off back to the Sudan , Nigeria , Ethiopia or where ever the hell it is they 're from and never come back .",1
"It 's good to see a fellow Arizonan who is racially aware , though .",0
"Vail Pass and Eisenhower Tunnel - YouTube Vail Pass ( elapsed time video , with John Denver music ) GTA video gameplay , crimmigrant driver wields heavy haul truck through Los Angeles. gta san andreas - Mcdonalds truck - YouTube",0
The female of this type is often extremely beautiful .,0
"Yes, now if we could just get this whole time machine thing figured out , when we got back all we would see are smiling white faces .",0
We have a good reason for it to but you people want to get in the way of it .,0
open a new shop somewhere get my son more interested in education ( he hates school ) help mor ein my community try to whiten things up > >,1
"Bessie Mae Whyman The Orange County grand jury indicted Anthony Darnell Wade , 26 , of Los Angeles last year of several felony counts .",0
Yes I lick my lips and they are in terrible shape .,0
YouTube - Honesty - Trevor ( Made in Britain ) YouTube - THE DEAD NAZI MARCH YouTube - Ich hatt ' einen http://www.youtube.com/watch ? v = 8U9Sh91htIA Kameraden YouTube - Cross of iron movie intro,0
"Besides Metallica 's new album , I have n't bought a mainstream album in like a year .",0
"Oh dear , Full on white genocide right there .",0
Please join the discussions first before posting your pictures .,0
I think this member meant this for stress relief .,0
My last post here if you do n't post in Macedonian thread .,0
"Exactly, I stand alone here .",0
"If it 's a true , SHTF , 72-hour BOB , you 're going to need a lot of stuff and $ 100 is n't going to cover it .",0
"Einstein said nothing can go faster than the speed of light , then squares the speed of light in E = mc ^ 2 .",0
I will soon post photos of my cats .... 6 of them .,0
They all deserve an ass kicking .,1
"Also , those stupid white women who watch Oprah and not realize the fact that Oprah is very racist .",0
"Deanna Spingola and Dr. Lorraine Day - Zionism , the Holocaust , Aids and Vaccines YouTube - Deanna Spingola and Dr. Lorraine Day - Zionism , the Holocaust , Aids and Vaccines Listen/watch the full interview @ Deanna Spingola and Dr. Lorraine Day - Zionism , the Holocaust , Aids and Vaccines : Free Download & Streaming : Internet Archive www.DrDay.com www.GoodNewsAboutGod.com",1
There is plenty of genetic diversity among white people .,0
I've got the book sitting on my shelf - have n't read it it .,0
"If YOU do not teach your child morals , who will , the jew on the TV ?",0
My buddy 's boat is anchored beside it .,0
I think having free healthcare and free education should be a given if you 're a citizen of the country you 're in and you 're not an undesirable .,0
You will know it is a nightmare on day you wake up and you have a black muslim running your country .,1
Oh and Pankration was a martial sport not a martial art,0
"The regime wants Germans to hate themselves , too bad that they are not already brown Muslims !",1
Typical,0
"I note one of your other posts was worried because of the delay in your posts showing up - don ; ' t worry about it , it 's just that we have to check your stuff while you are new",0
You mean there 's two of us left in the world ?,0
INTJ Introvert ( 78 % ) iNtuitive ( 38 % ) iNtuitive Thinking ( 100 % ) Judging ( 56 % ) I find the descriptions of they give to be fairly accurate regarding myself .,0
PNR by collectivization of industry do you mean the folk who work in say a factory own it themselves or do you mean its owned by the state in the name of all the citizens .,0
They are culturally raping european countries in every way .,1
Looking to become more active and make more friends in the White nationalist community in southern California .,0
Hi its great to hear from all of u .,0
We attended a large Halloween party at a local church .,0
Just watch them at North America and they like all black sport players and their `` slang '' .,1
All in all I 'm White,0
"Somebody please give this kid a quick lesson in history , geography & irony before I throw my iPad against the nearest wall",0
Those nogs in France do n't belong there and then they show how unruly they can be .,1
"Yeah, seems Negroes are too stupid or too arrogant to use an existing thread , so we see a new `` we be eguptshuns an sheet '' every week or so .",1
Which one are you ?,0
I do n't see why the gardai do n't just grab them and deport them none of them are entitled to be here,1
Islam is not compatible with our way of life in this green and pleasant isle.Irish people are white and Christian FFS !,1
i am just down the road to you.welcome to the board.it breaks my heart every time i go to Galway city and see the amount of blacks there.the other week i was walking down shop street and there was a moslem standing in the street selling copies of the koran,1
It 's obvious the International Jew has big plans for Ukraine now .,0
The rounds I used to use in my 5.56 would cut through trees a foot thick and quarter inch steel like a hot knife through butter .,0
well since we have all of us from phoenix lets exchange numbers and meet up dont laugh at the email addy it was a joke hehe pure _ tattooed _ white _ trash@yahoo.com,0
"Let black people to join the result of `` diversity '' , is a glass of milk , for example , put a drop of ink in , before you put sugar , spices , put ice in all can drink , milk was completely dark to put ink become useless junk .",1
No wonder this races achieve nothing .,1
"Thanks for the plug John , closest group of NA to Kansas City I know of are some of us in Omaha and the St Louis Unit .",0
It's funny to see a guy make fun of us and call us dumb rednecks when he spells on a 5th grade level .,0
"So according to section C , what few jobs there are in our areas will be given to these people as well Thanks for posting this .",0
I think he is wrong .,0
I saw a white and a black couple the other day and nearly went ballistic and got enraged .,1
hello all Is any one on here from Austin Texas or not far ?,0
Hear hear !,0
"I could give a course on gun safety so , that they do n't end up like that monkey that shot off his penis .",0
Faggots are always pushing their homosexual agenda .,1
Like I said earlier the English have been subjected to a far worse campaign of indoctrination than the rest of us .,0
"Christian Books and Things P.O. Box 111 Harrison , Ark. 72601",0
"Hi, thought i 'd drop by and introduce myself , i just wish i 'd found this place earlier = / look forward to chatting to you all , niks .",0
I have to help I WILL NOT see these animals go free !!,1
And make her practice .,0
I still have bottle cages on most of my bikes .,0
"Im living in Burnaby , all i see is Chinamen everywhere ... what happened to the great colony built by the British Empire ?",1
K,0
"So , I do n't know what to say .",0
I will pass out cheap sugar based candy .,0
FlaNative62,0
"Just in case anyone is interested , here 's the thread in the Health & Fitness section : `` Eating Fish Makes You Smarter '' along with another one in the Homemaking section : `` Fish Oils and Pregnancy and Infants = Health Smart Babies '' I think the scientific evidence for the benefits of fish is just overwhelming .",0
"Ireland joins International Task Force on Holocaust Education , Remembrance and Research Ireland has been accepted as a member country of the International Task Force on Holocaust Education , Remembrance and Research ( ITF ) .",0
In 1985 she was found with a machete in her head .,0
Kanal 5 only shows American garbage shows and reality shows like `` Big Brother '' .,0
Why is there an exclusively homosexual high school when you do n't even go to school for sex in the first place ?!,0
"They were not as dark as , say , a modern Iraqi .",0
"Hi Im tv free do n't have kids yet reading mending , sewing , menting board games radio study extra curricula actives Good on you for planning a FREE jewv existence",1
"After the party and kid 's games , there were two dozen little `` houses '' set up in the parking lot for trunk-or-treat candy for the kids .",0
"I spend a huge amount of time playing with my daughter , reading to her , teaching her to read `` Hop on Pop '' among others , etc ..",0
"Excuse me , but why do n't do it with Lord Of The Rings , or other masterpieces of the Supreme Tolkien , rather than with that rubbish ?",0
can u guys check to make sure ur site work with Linux lots of Linux folks use Konqueror. just a thought,0
"Hey, guys I 'm new to SF but I 've long had right wing views about immigration looking to join a white nationalist group I live in Huron county PM me if you have a group I could join or if you know of one in my area !",0
"And when it comes to classical music , I like it powerful .",0
Get one of these t-shirts for next time you see him : - Asatru Versand - Kein Islam in Europa - Das Christentum ist schlimm genug ( T-Shirt ) Kein Islam in Europa - Das Christentum ist schlimm genug ( T-Shir themd-kein-islam,1
"That literally hurt my brain and made me laugh while I was reading it , it 's so ridiculous that you really ca n't do anything else .",0
I went back a cpl years ago and the black vermin were everywhere .,1
They do sell it and it may be needed one day .,0
"that is the sadest news i have ever heard in my entire life , ireland not a white country. its like saying the world is ending",1
Judge by color or I am so not `` hip '' ?,0
Quick!,0
"I think you all got your way , and they closed down the German minority in Upper Silesia thread under Activism and Politics in Europe .",0
"Same with wolves and dogs , wolves and coyotes .",0
Does anyone want to meet somewhere within the next few weeks ?,0
http://whale.to/c/jeff_gates1.html Here 's what I mean when currently WN have to operate under Moscow Rules .,0
Andy Cameron - Ally 's Tartan Army ( TOTP ) 1978 - YouTube,0
http://www.tau.ac.il/Anti-Semitism/a...-4/ireland.htm,0
Thank you in advance. : ) Download the youtube `` description box '' info text file below @ http://www.mediafire.com/download/gxv2b33v37la6pz/Booklet % 20Description % 20Box % 20Info.txt,0
Shows some interesting statistics about the jew rats ...,1
looking for proud white female in ohio for friends and maybe more .,0
"I also read in `` March of the Titans '' that there are three `` subraces '' pf whites , nordic , alpine , and mediterranian , and found out I could be a poster boy for the Alpine group ( round face , brown hair , green eyes , stocky build ) !",0
I feel very sorry for the families of such Jews as Art Katz because he would preach to them over and over again about how Jesus died for the Jew first while at the same time shoving his non-Jewish wife into their faces .,0
"I like to listen to this preacher , but why do black prreachers always have to scream .",1
"You can take a negro out of Africa and have it grow up in Boston and Orlando , and it still reverts to its innate negro ways the moment it hits its native African soil .",1
that is absolutely * * * * ing unbelievable.they can just go route one now.no more messing about going through europe.in bongo land one minute jump on the plane and 5 hours later hop off the plane with the biggest negro smile and shout ASYLUM.i am totally depressed hearing this,1
"Gentlemen, I remember you that all the posts not in English will be deleted .",0
When Don Black says I am not welcome at SF I will leave .,0
i joined this site just a few hours ago but ive been visiting for a while before hand .. very interesting topics things you just dont see in mainstream anymore .. actualy what the hell am i saying never ever seen in main stream EVER ... its a damn shame ...,0
You can still bring that to the attention of local media and civil society groups .,0
I would not even entertain myself with his so called work it 's all trash and does n't being with the WN movement .,0
I apologize for my ignorance .,0
"She probably gets the food for her food kiosk from the garbage site , and she does n't want to carry it far .",0
Vision of a Future World Pt 2 of 2 - YouTube,0
I think your right about the R meaning registered trade mark .,0
I have no idea of how many might be here .,0
The Bible itself though is full of contradictions and you can mis-judge how things are meant .,0
They follow the queen ant and would die for her .,0
"These areas that you name are the preserve of the rich , you wont find a single white working class person living there.We might look down on blacks and pakis as scum and not want them living near us but the upper class feel exactly the same about us",1
Seems like you cant get away from these parasites anymore its happening and getting worse everywhere .,1
I had to get used to her looking like that because she looked so obviously fake .,0
At least they picked an appropriate name ... it seems like they are a bunch of kooks .,0
Maybe if you 'd have gone down to London you could have marched with hundreds of nationalists in the very centre of our nations capital ...,0
I guess the Canada before 1965 ?,0
"Yes, she was born in Svrljig ( 11 .",0
As long as we are tied to the Rothschild banking system we cannot be independent again .,0
If its a non white they cover it up .,0
The have no concept of honour or of having respect for the feelings of others .,1
"Behind bullet-proof glass , a dozen armed guards , maybe 50 yards away .",0
"Good point , straight people do get aids .",0
There have been times when I have walked past some nigerian or skinny and they will cough with hand at their side without care for those around them .,1
YouTube - A NATION CANNOT SURVIVE TREASON : CICERO F G are the enemy of the Irish Nation vote S F not the best but care for the working class Irish not the rich scumbags .,0
I wonder how they will blame this one on the White Man .,0
but if a guy cant do damage one can argue the guy on the bottom is controlling with the threat of submission or reversal .,0
Breastfeeding moms can throw the formula stuff away or give it to a shelter .,0
"twylytegrl-again , I live in SB , I almost went to that faire , send me a pm ?",0
"Like the parasites they are they simply moved to a new host , to continue their destruction of Western White civilization and culture",1
We must stick together and see things on the bright side whenever possible for our health 's sake .,0
When I try and go there I get a `` Bad Request '' HTML page .,0
My parents are like this .,0
I'm glad you 're gay !,0
if the sensi knows what they are doing they will break down the kata and show you how each move or movies apply to a certian kind of attack .,0
It is the best paper in the movement .,0
"Well, you should .",0
I am searching books and film to teach with this coming year .,0
here is someone who in a round about way supports your argument and you tear them to bits. do you know what you believe in or not ?,0
"Saga is good too , I like any of her stuff that I 've heard , although I hear she is n't too popular with some of the people in the movement in her own country ...",0
"William Shockley on race , IQ and Dysgenics - YouTube",0
Got to laugh at how he is saying about how forward thinking and how much egyptians love democracy when they are about to hand power to a bunch of hard line Islamic fundamentalists who are more backward and worse than the last mob you Could n't make it up,1
Look on in jealousy !!! 2508,0
and the Poles decide to up and leave therefore devastating the Irish economy as every man and his dog are telling us what are the potential ramifications for our welfare scrounging visitors from far ashore ?,0
Creep,0
Is this the Obama Civilian Defense Force under a different name ?,0
"Belfry Country House Skating-rink Country House , detail Country House , by Kuzmin Country house , by Lygin",0
Most if not all of the whites at my school are complete race traitors,1
Only Mr. Smith had no prior criminal record .,0
I also have pre-baked cotton ( 45 minutes at 350 ) in an old pill bottle and a small container of hand sanitizer ( 70 % ethyl alcohol in gel form ) .,0
You like Jager ?,0
"We do n't have black riots in Texas , and the blacks know why .",0
"I'm too old ( 38 ) , but I live in Tucson .",0
"Has anybody pointed out that Finland is n't part of Scandinavia yet ? ( Hur gick det i Finnkampen , vet ni det ?",0
"Restaurant "" ? """,0
It 's nice to be with like-minded individuals .,0
The only way to deal with these animals is to give them a one way ticket to their filthy pig god .,1
thanks for the tip rock does not really macth My taste but I 'll go check it out anyway who knows,0
Nor poison your body with alcohol ... nor listen to music at a very loud volume ...,0
"I 'm moving to a bigger house pretty soon , and that map is perfect for doing a groidal analysis .",1
I suspect they took them because a few of the guys behind were talking about how they had 7k rounds of.22 stocked .,0
"Inside Cologne Catherdral Paris Opera House Peterhoff Palace St. Petersburg , Russia Palace at Versailles",0
They will never acknowledge it no matter how much proof you have .,0
It is highly doubtful the Homo Sapiens went North .,0
its disgusting how a person color of skin determines whether or not you should give them training to become a doctor to save lives. thats racist .,0
I saw this video on youtube Chechen Lezginka - YouTube Why do Russians call them black .,0
"When she goes outside , the subhuman ape thing is usually out there .",1
"If monkeys are on my property i call animal control and defend my family and property with whatever means possible , simply talking sense to a monkey and pointing at it will not stop it from misbehaving !",1
Can we count you in ?,0
"The design is by : http://www.tumbleweedhouses.com/pages/about However the one you show is nice , too",0
What a load of crap.Water are ye people for real Ireland is been taken over by non Irish and this rubbish .,1
yes it is dying down the only way we could beat our problem is by voting for BNP in the next election,0
Dash cam truck passes Fedex wiggle wagon at 2 : 40-3 : 00 area .,0
"Whats the difference between St. Patrcks Day , and Martin Luther King Day ? ........................... On St. Patricks day every body wishes they are Irish .",0
"Just wear whatever your style is , unless its `` wigged out '' , then that would be highly unattracitive ...",0
"Still , a little bit of truth slipping out of an Israeli 's mouth Surprised this thread was moved as it 's all over the news here .",1
"http://www.sfgate.com/cgi-bin/articl...BAJK19A7M6.DTL ``Based on the rate of improvement from 2003 to 2009 , it would take up to 105 years to close the white/Hispanic achievement gap and at least 189 years to close the white/black gap , which has failed to narrow by even a point in English since 2003 , according to scores released Tuesday . '' and `` Wealthier black students score well below their white and Asian counterparts , including those who are from low-income families . ''",0
white nationalists in america need to get over the idea that conservatives or republicans are on our side. only we are on our side .,0
This truly goes to show that non whites will follow whites anywhere .,1
R.I.P Elizabeth .,0
Ssupreme88,0
It 'll be a welcome change to see a fellow WN from seeing hundreds of lefty bastards going to see RATM .,1
"Well, it 's a trick .",0
Stormfront should try to create a larger protest in Defense of Ed Steele .,0
I recommend Quex to watch first .,0
Not to mention the fact that I had never heard of it anywhere before .,0
"I disagree you can never justify race mixing Some of them girls may have been brainwashed by media , also you are condemning their kids and furture generations of kids to a non white future .",1
Has anyone been able to locate a clip or photgraph of the father ?,0
Reality : He had no Jewish ancestors and he had brown hair and blue eyes .,0
"And let 's be honest we live in the real world , not the school world .",0
Thanks for posting .,0
Those kids get the candy from the good bowl .,0
No one is here to try to convert anyone .,0
I Can tell you right now if a black mob is threatening my life and burning my town I 'm going to start shooting .,1
when I was a little kid I used to be in this school and somehow i spoke to this jew. this dude got a narcissistic laugh out of every blonde joke. his favorite was when the blond went to donate semen by using her mouth as container. sad but it 's blonds fault also to let this happen .,1
I just asked on another related board if anyone had seen the at home alarm system commercial where the White guy breaks into a house and a Negro takes the alarm call and calls the cops ?,0
Unless you have no conscience .,0
"First there 's rations : food you 'll need , water you 'll need , ways to get food along the way ( guns and ammo , fishing lines , traps , nets , etc ) , and ways to get water ( containers , purification tablets , filters , etc ) .",0
"It is amazing to watch the newscasters report on all these cases , yet never make a connection .",0
Black ' females ' fighting with black police in Harlem after the officers try to ticket them for skipping their fares .,0
At least they 're trying to legally change the system .,0
4. subjects taught Anything the students want or need .,0
"Hello, I just joined too .",0
I have heard that if a person uses normal bullets for target practicing and suddenly changes to FMJ bullet then he experiences performance degrade .,0
The Negro Pre-Adamite beast girl complains that this somehow mysteriously `` targets '' her .,1
We have already taken too much that we do n't need any of those people on our soil .,1
"It was good to see proud white British people celebrate our lads , the crowd was all white , i wouldve gone if id known it was happening , the traffic was bad today , ill bet thatll be why proud white British people celebrate 2nd Signal Regiment Malton and Pickering Mercury - `` Throng welcomes soldiers at parade '' 104.7 Minster FM - `` 300 soldiers welcomed home in York '' Darlington and Stockton Times - `` 2 Signal Regiment march through York following return from Afghanistan '' Obviously there was sorrow for Lee Rigby and his family , we are outraged and very angry at what happened to him",0
The white candidates for sheriff do n't show their picture .,0
No break in period needed .,0
"Gang members targeted white victims in Denver attacks December 4 , 2009 http://www.kdvr.com/news/kdvr-affida ... , 2635245.story DENVER - Police believe a series of violent attacks in downtown Denver between July 17 and September 20 of this year were motivated by racial hatred of white people by the black suspects .",0
"They ca n't survive without us , but they do us nothing but harm .",1
Cool.,0
High time they get back to mother Affika and fix that mess .,1
Stand Up and Sound Off Nathan,0
Beefcake ? s Bootcamp | White GeNOcide Project,0
"According to Mathieson 2015 , they had around a 30 % incidence of blue eyes ( versus around 25 % for the Steppe populations ) and carried the same mutations for light skin that the Steppe people did .",0
Agreed.,0
Let me know !,0
"This is the youth Section , and you 're friend having sex with multiple ppl ?",0
"Sounds like they might have some Palestinians of either the Muslim or Judaic variety in the woodpile , throwing stones like that .",1
Paper claims 250 - I was walking pass there and would estimate 100-200 demonstrators .,0
I would bet the campus cops were ordered to withhold it by some `` higher authority '' like the Department of Homeland Security .,0
I'm really sorry to say that due to the land we use being under water due to severe flooding we 've had to cancel the event .,0
Show your husband what happens in the schools nowadays !,0
This family that wants to complain about gays should come to San Francisco and raise some hell at these gay pride events .... a much better target ..... and these people in San Francisco openly blasphemied Christ with their parody of ' The Last Supper `` as their poster for their last event .,1
Stay for Gel test .,0
No wonder this country is in trouble,0
I stopped going to Burger King three years ago when I got food poisoning from one of their restaurants .,0
all i can say is thank goodness i was n't educated in this country. i fear for our children i really do !,0
"I 'm all alone and looking for companionship , where 'd all the good girls go ? send me a pm or email at skin14 _ 88@hotmail.com",0
Works for me .,0
"About the Chinese , those who remain in their own country are good , those who become illegal immigrants in white nations are bad .",1
Swinging On Both Females Guys Nobody Tries To Stop It,0
Absolute Vodka as a company is anti White as they 're a sponsor for RuPaul 's Drag race and a huge advocate for the LGBT community as well as is the first company to ever sponsor a gay party back in the 70 's : Behind the Scenes of Absolut Vodka Cocktail Perfected - YouTube,0
Monday afternoon .,0
"Austrians and Dutch people are darker than the British , many of them with dark hair and brown eyes .",0
These idiots are doing this to hasten Armageddon so they can get a free ride to heaven .,1
I doubt it though .,0
Maybe you should encourage all the blacks to go there since they want to move there so desperately and the rest of you white americans should come to SA .,0
So my interests in this group are minimal .,0
it makes me so happy to see all of these familes. it gives me more hope than ever that our race will live on forever .,0
"I understand your concern , but before you worry too much about coons with guns and their ability to plan anything , watch this video .",0
A couple of White woman who speak the full truth and NAME THE JEW !,0
"As for Satan , the word comes from a root word meaning ' adversary ' and as such it should not be taken as to imply a singular being but rather anyone of an adverse nature , in a word , an opponent .",0
Is n't 80 years of failure enough to teach you something ?,0
Get out the vomit bags !,0
Ireland does n't need arab scum like these .,1
Yes my sister I fear this too for my babies sake I am scares to death I am looking for a support group as well for my family and i,0
"Right now when I think of WASP 's , I think of New England liberals who have never had a taste of diversity in their life .",1
"I am sure California is full of sick self hating whites , who think that for the good of all the black brown and yellow peoples of the world , whites need to commit racial suicide and disappear from their face of the earth for their sake and wo n't that be just dandy !",1
I 'm beginning to wonder with all your posts defending the greatest race-traitor and puppet-of-Jewry that Great Britain has ever produced .,1
Well done .,0
Very good .,0
"1911 Colt Single Action Army ( A.K.A. Peacemaker ) F & N Five seveN PSG-1 I could go on all day , but I just listed a few off the top of my head",0
The first thing I thought was `` he does lots of meth '' .,0
"Their stories have been told before , so instead of showing the pics of the non WHITE garbage that took from them , I am just going to post their pics so they will not be forgotten .",1
"Cheers , Edward",0
April 2011 ( down on wheels and handling test ) - YouTube Bomber-Bike Project Stage 3 ( Motorrad mit Sternmotor ) - YouTube Bomber - Bike Transmission Stage 4 ( Motorrad mit Sternmotor ) - YouTube,0
"We want real teachers , white teachers , just like you have in the white schools . """,0
"Every White person on the planet should have easy access to firearms , provided they do n't have a violent criminal past or a history of mental illness .",0
Please watch your six brothers and sisters we are all targets to some degree .,0
Commited Revolutionaries .,0
Please contribute and/or donate .,0
"sounds like your trying to give her your life story when you first meet , that will come in time , just have fun man",0
I recently bought a book from here and it was very fast shipping and great quality .,0
"Unfortunately rich kids always get their way , I say you just ignore the kid during the summer get back at him that always works .",0
Period .,0
Seems like Jewtube has been down for a few hours .,0
2508,0
God please bless with wisdom the judge and jury against this group of thugs that they all might be hanged .,1
- = Wulfi = -,0
"let me say it like this : I HATE SCHOOL , I HATE LEARNING AND I HATE READING .",0
Hitlerjugend Quex Der Ewige Jude Jude Suss Those are some movies the Nazi 's made and are very good and informative .,1
Well all of us Chicago based people should get together then and toast this disgustingly loving soon to be couple with a round of good brew .,0
"I agree , we need groups like this in most white nations to protect our own against attack by hostile ethnic groups who lets face it do n't like white people ..",0
I will grin and bear it and keep on getting respectable grades .,0
Bye .,0
"Welcome, its always great to see new members on .",0
Thank you brother .,0
Charlton Heston is rolling over in his grave knowing an ape has been elected to the white house .,1
"have you been in studentski grad in Sofia , you should go and see young student girls from FYROM geting down with Bulgarians serbs and albanians get ur booty too VIKI RALEVA VELIKI BRAT ПС.ВО КУМАНОВО СЕКОЈА ВТОРА Е СО СИПТАР ХАХА",0
"The Reptile Zoo I know is not actually a Zoo , but they take care of the animals who are dropped by people who does n't like their animals anymore .",0
"I'm curious too but what happened is still wrong in so many ways , no matter the race of the victim .",0
"So you advocate independence , just to join another sovereign Nation ( As Wales would be in this hypothetical scenario ) ?",0
"You sound right , but at 5-10 feet in your bedroom ?",0
Isn't wonderful to both be living in a free nation with a First Amendment where you can have your dictionary definition that works for you and I can have my dictionary definition that works for me ?,0
Do not open the door at 2 : 00 AM for anyone .,0
Look at it this way : Most goths/emos/punks are white .,0
You should look into it .,0
So I do n't know what to think ?,0
Planet of the apes .,0
That is when you take out your phone and take pictures of them .,0
No is not bad and you should never lower your self to their level of self denial and blindness .,0
Every country has their own spirit .,0
i have been talking about it for years. the filthy muslims putting their sight on africa. in some ways they are worst then blacks .,1
As i said the irish media are scared o please give us an interview.Things are are going bad now for the media the lies are not belived by the irish people .,0
"John Joy Tree , I agree with a lot of what you say but I have a few objections .",0
I can already see virtual AI girl friends coming out of this .,0
The kids were not allowed to talk .,0
"Most white girls are taught and brainwashed to love black guys , only way is to properly educate them and show them what savages they truly are .",1
Why on earth are the swedish parents letting their Kids grow up in an ethnic school !,1
"Living in a boarder state , Texas , the problems of illegal aliens is , naturally , a stark reality , and let me add that the only solution that I see is the implimentation of U.S. Troops as guards on the Mexican boarder .",1
"Because there are kosher Nationalist and pseudo Conservatives mate that is all there is to it , It 's sad to see Fake Nationalist parties defame an actual Nationalist revolution .",0
I bet they wouldnt have done that crap to a black person that had black power or those black fists that the panthers use written on his back pack .,1
