text,emotion,transformed_text
i begin to feel burdened by things amp long to be empty again,sadness,
i need to go and im feeling a longing inside at that point for him,love,
i sit here to write i start to dig out my feelings and i think that i am afraid to accept the possibility that he might not make it,fear,
i feel disgusted by u,anger,
i know its easy to feel a little envious of me and i cant tell you that you shouldnt,anger,
i feel that life does not make sense and it would help a lot if suffering made sense,sadness,
i feel my morals are being seriously assaulted and comprimised,fear,
i was healthy then this mild but annoying cold ad now a new cold which made me feel just awful for he past day,sadness,
i feel permanently heartbroken but at the same time if she were to ask me out again i would mend it right up and do it again,sadness,
i gotta feeling da bul taewuhbeoryeo burn it up i gotta feeling niga ulbujitneun nal ah neoneun wiheomhae gal ttaekkaji gatsseo get away woooo becuz i m cuz i m dangerous b,anger,
i like it on croissants when im feeling naughty but just eating it alone in a bowl or on a bed of lettuce leaves is satisfying too,love,
i love that its adoption of a teenager which many people feel afraid to consider,fear,
i feel quite naughty but the,love,
i was feeling an act of god at work in my life and it was an amazing feeling,surprise,atomic number 53 was intuitive feeling an act of god at act upon in my life history and it was Associate in Nursing amazing feeling
i do feel a little confused about my reproductive future do i want another baby deep down,fear,
i feel so weird about it,surprise,
ive been waiting to get some time alone for quite a few weeks now and when i finally get it im feeling a bit homesick,sadness,
i feel a bit dissatisfied,anger,
i feel quietly ecstatic over the painless change in our grocery expense,joy,
i feel so friggin blessed with a wonderful career and family,joy,
i feel so terribly that i have ignored her sweet email up until now,sadness,
i found myself being amazed at how mid s f would feel a tad cool as if perhaps a sweatshirt wouldve been a good idea,joy,
i feel pretty rotten when jake takes off down the street on his hot rod mongoose and jordan strikes out trying to chase him down like an orphan straight out of a href http en,sadness,
i get home i laze around in my pajamas feeling grouchy,anger,
ive got to learn to be mindful of how i feel all the time not just if im suspicious of a feeling,fear,
i definitely feel he should get a title supporting and the picture for once,joy,
i didnt feel scared at all,fear,
i feel pressured to do well and i fe,fear,
i feel more creative,joy,
i am feeling the self hate going or when i find myself feeling hateful of someone else all i have to do to feel the power and compassion of spirit once more is by remembering i am a spiritual being,anger,
i stay the more distanced from others i feel it is strange because i sometimes feel like a new friendship is growing or forming,surprise,
i don t always remember to do this but when i m feeling bitchy and down on the world if i stop and take a moment to breathe and think about everything i m grateful for the joy seeps back,anger,
i could feel myself putting on that i m simply splendid,joy,
i feel triumphant and even thought it may be just a fleeting moment i am enjoying the power of motherhood,joy,
when people harrass me i feel oppressed by their behavior,anger,
i just be feeling curious about a few tings,surprise,i hardly be feeling curious about a few ting
im still feeling shaky i realized that i felt intolerably hot all the time which i may mention is the polar opposite of what i normally feel like,fear,
i started off the week feeling groggy and unwell picking up a sick note from the doctor and climbing into fresh sheets with snacks and a bottle of water to hand,sadness,
i found myself feeling a bit overwhelmed,surprise,i found myself smell a bit overtake
i didnt feel alarmed moreso a feeling of total welcome,fear,
i feel my heart shaky all the time now,fear,
i feel this feeling when i am to fill in a questionnaire or a form,anger,
i feel unprotected even while travelling alone,fear,
i gave them a little something out of my paypal stash and if anyone out there feels as strongly about supporting linux as i this is a cheap and easy,joy,
i am not working out the amount i would like to i feel like my lifestyle change has been successful so far,joy,
i is starting to feel a bit insulted by this stranger,anger,
i also feel hopeful when contacted by new congregations and then devastated when they choose another,joy,
i feel curious to know more i think the procedure worked well,surprise,i feel curious to bang Sir Thomas More iodin think the procedure worked well
i could loose my job i would be so f amp ed for xmas i hate xmas i hate holidays i wish they would go away i feel nervous i feel sad what if i disappoint my family my friends,fear,
i feel so honored to have this wonderful man as my husband,joy,
i feel so helpless knowing i cant protect them and i worry about the others now,fear,
i feel that the suffering is more than i can bear i take refuge in the lord in the blessed sacrament and i speak to him with profound silence,sadness,
i am feeling very shaky,fear,
im feeling a bit weepy today,sadness,
i only talk when i feel like i have something valuable to say,joy,
im feeling inspired to just wait for the movie,joy,
im super pumped to have crossed the nano finish line my novel is far from finished but im feeling optimistic,joy,
i feel like this was kind of a melancholy post with all my talk about anti love and fears,sadness,
im feeling pretty resentful,anger,
ive been here for the last two or three months and yes i am playing with vinnie kompany but the other guys are good joleon kolo toure and they can also play well but im feeling good,joy,
i feel so cranky right now,anger,
i get the feeling he is telling peter many people will be surprised,surprise,
i hurt their feelings for refusing to listen to their spiteful hurtful sniping at others,anger,
i appreciate when i open up to the universe and i feel and receive gentle nudges both through small happenstances and clues that present themselves and also through dreams,love,
i feel as a person and a politician i cannot allow dogs to run around on our streets that are more dangerous than others,anger,
i feeling distressed,fear,
i still didnt start feeling contractions but it was a tender mercy for me because she would have come on the st no matter what,love,
i find myself seeking and yearning for love and acceptance from people that can not provide it and then being disappointed when i am alone and feeling unloved and unworthy,sadness,
i didnt really feel an appetite for noodles i chose a bowl of rice with sweet potatoe tempura amp miso soup was included,joy,
im not really a fan of seafood and all that so i feel quite sorry when people kill live clams and prawns and shark fins,sadness,
i feel sort of dazed and cross eyed,surprise,i feel variety of bedazzle and cross eyed
i can understand her feelings and greatly value her passionate approach to life and while i benefit daily from her ability to empathize with my own feelings i seem to lack the capacity to return that gift to her,love,
i have a feeling there will be many sarcastic quotes in this and future posts about him yikes,anger,
i talked to my parents about the fact that i was no longer having any romantic feelings or desires for affection with my beloved and that i wanted to break up with him because i was feeling like i was playing him because the emotions weren t there,love,
i feel arsenal could be clearly superior,joy,
i feel like a naughty school girl because i am falling behind,love,
i am true to what i feel and have come to understand that i am not being faithful to the girl but rather to myself,love,
i could feel my mother s sympathetic dread as i was diagnosed,love,
i have seen you fall asleep climbing back into bed before you were even horizontal and now i am awake and my neck is cramped and i am feeling hostile and cheated,anger,
i feel selfish thinking this way but i feel so lonely at times,anger,
i didn t mean to sound as though i feel offended i meant it as a joke guess people didn t get it haha,anger,
i feel like it might just be ok,joy,
i feel confident in saying the writers of the film are seemingly going to follow through with the classic comic story arc involving gwen stacey even if it doesnt happen until another sequel but i wont ruin that here,joy,
i feel that working together and supporting each other as a whole i can represent a larger younger voice in politics what can i say to that,love,
i litsen to his music i feel so much pride to think i gave birth to this amazingly talented child who one day when he was in his early teens picked up a guitar and just played it like it was second nature,joy,
i knew it was the holy spirit at work plus it feels divine in the gooooood way like a massage reassuring me,joy,
i am jealous of andreas growing belly and the movements she can already feel i am envious of her state,anger,
i feel but i m not convinced that twitter is the best tool for this,joy,
im starting to feel overwhelmed again when it comes to the research for this book,fear,
i also think its because im so afraid of feeling victimized again,sadness,
i was feeling hopeful around the time i took it,joy,
i feel like im sinking and i feel helpless and that makes me even more frustrated,fear,
i feel like i am caring less about getting things done than actually relishing in the experience of doing and learning mathematics of course i probably will be working on things last minute but i wont let the pressure get to me,love,
i feel impressed by the professionalism and specifications the maintenance sets itself,surprise,i look impressed by the professionalism and specifications the maintenance lay itself
i have a feeling that many of you will be surprised to learn that after nearly years it s time for me to say goodbye as your guide to entertaining,surprise,
i was feeling quite impatient and must have hit the ad because thats when my internet died and vista virus pro started to bother me,anger,
i remember feeling overwhelmed and noted the particular smell off the city mostly cigarettes and people with wafts of charred something,surprise,1 remember feeling overcome and noted the particular smell off the city mostly cigaret and people with waft of sear something
i still feel incredibly frustrated by it,anger,
i was taken by sentimental feelings for the characters and distressed by their destinies,fear,
i cant feel remorseful for saying it,sadness,
i just need to accept to be treated like a princess everyday without feeling dumb about the situation,sadness,
i don t feel bitter about my lot nor do i wish any other mother s son was in my place,anger,
i was feeling irritable and grumpy today so i came home for lunch took a nap,anger,
i feel pressured to be the perfect happy woman but it s because i have a hard time letting people in past a certain level so it just is easier to default to happy go lucky which i usually am anyway,fear,
i subconsciously feel a little bashful at the display of nakedness in front of me while watching the maid wipe windows on the outside of the room actually its just her shadow behind the drawn curtains,fear,
i woke up feeling dazed and confused,surprise,i arouse upwards feeling dazed and confused
i can sometimes feel the stares i get when i dont show the tears or emotions in a tender moment or even in a difficult time,love,
i am mostly feeling contentedly terrified about it all,fear,
i didn t think it was possible to make a cover that expressed the personality of the novel since it s a strange cross genre story but the photo that was found nails the heart of the book so closely that i feel a bit stunned,surprise,i didn thymine think it Evergreen State possible to make axerophthol cover that state the personality of the novel since IT s axerophthol strange cross genre story but the photo that exist found nails the heart of the book so close that atomic number 53 feel a bit stunned
i pick out of the air and feel curious about,surprise,
ive been feeling kind of distracted and that is obviously not conducive for working philosophy problems out,anger,
i remember feeling amazed,surprise,
i sighed feeling like she was doomed to fail at this sort of thing,sadness,
i could sense that he was uncomfortable when he came to deliver the letter but i was willing to attribute to him feeling weird about being so romantic and vulnerable,fear,
i didn t even think i was the type of person that could feel homesick,sadness,
i am definitely feeling the effects of the progesterone in two ways my breasts are tender and i m tired,love,
i was listening to belle and sebastian feeling agitated,fear,
i feel depressed nearly all the time,sadness,
i feel like i m being tortured for government secrets i don t know anything,anger,
i feel like a dangerous animal as i prowl out of the jungle and onto the warm sand of this deserted island,anger,
i feel so worthless during those times i was struggling finding work,sadness,
i sometimes feel irritated at the thought of spending money on a few annuals to spruce up my doorstep,anger,
i feel like im single handedly supporting the tissue industry at the moment,love,
i feel less intimidated with her here to help,fear,
i simply said how sorry i am and just got out from her car and got into my house feeling restless,fear,
i feel a timid six other times a wise sixty six,fear,
i feel pretty lame all together so i will stop here and share a bit more of my fudgy mediocre doodles,sadness,
i sit here just a few hours after seeing this fucking thing and swimming in post traumatic combat shock i am reminded that clich s flaws and feeling like a supporting character in your own movie are what often define our real lives and the world we live in,love,
ill write a bunch youll respond and then ill back off in part because i feel shy,fear,
i think it is possible maybe i am denying it maybe i am not opening myself up to the whole possibility maybe it is only just now i have realised that it is possible to give a man men that power over me to make me feel shaken in my leather sandals,fear,
i feel most passionate and artistic and settled into my craft,joy,
i cant be a counselor for you in the way i feel i should i am too damaged myself,sadness,
i feel as if i m one of the stubborn ones,anger,
i feel exhausted drained this conversation has really taken it out of me,sadness,
i know everyone if anyone who reads this feels skeptical to try beachbody,fear,
i am writing and sharing here is much more about my own story and what i believe with all my heart the world needs to know the riches we have in god than me feeling angry towards or trying to bash the people and leaders and parents,anger,
i have had since july st i am feeling shaken knowing i will be homeless in two months and as close to a home that i have is gone,fear,
im under a lot of stress and feeling overwhelmed,fear,
i could spend hours on a set and feel amazing,surprise,i could drop hours on a set and feel awesome
i perceive you feel the dint of pity these are gracious drops,joy,
i have been feeling very stressed these days,anger,
i feel like i just don t want to be bothered i just listen to music,anger,
i felt jealous when you i feel insecure when,fear,
i feel like i am not accepted here i and bucking this force that is coming from all quarters that tells me that something is wrong with me if i am not married with children,joy,
i feel are most valuable i think he discounts as annoying or silly,joy,
i feel in love with a cute little maltese,joy,
i love feeling loved but i hate that he seems so devastated,love,
i no longer feel happy to score well,joy,
im feeling generous today heres one more you may have already seen but is good for a chuckle,love,
i left to the shower questioning what i feel she was gorgeous such a fantastic body so confident in her movement effortlessly graceful,joy,
i feel in the long run this hurts paulie as you could visibly see how distraught he was with the result and the perception of his performance,fear,
i don t feel alarmed and wonder if i should,fear,
i would feel differently if i believed that the leaders were perfectly truthful,joy,
im feeling the way shes not caring for me the way she used to,love,
i dont want to approach this topic too lightly but at the same time i feel apprehensive putting it all out there,fear,
i still feel like im getting away with something naughty,love,
i guess it doesn t help that i got sick on black friday and was forced against my will to maintain my promise to stay in but being back in the city feels amazing,surprise,ane guess it doesn t help that i vex sick on black friday and was forced against my will to maintain my promise to stop in but being back inward the city feels amazing
i wont feel deprived and can stick with this,sadness,
im feel a little bit shy to talked to her for a second but manage myself because i saw from her eyes that theres something with this girl,fear,
i cant believe this is the feeling i was so afraid of not disdain or hatred instead its just actual nothingness laced with a small dash of repulsion,fear,
i feel just a bit grouchy,anger,
i find daunting my feelings soon change to that of wishing to rise to the challenge call it determined or even stubborn,joy,
i typically respond when i feel offended,anger,
i now im graduating in two days but i feel so sad right now,sadness,
i can offer is that i felt like reggie must feel a kind of carefree power except unlike her expansive drive it didn t last more than a second,joy,
i feel like a delicate fragile vase,love,
i now feel less doubtful towards that person about his her sincerity in rebuilding our relationship,fear,
i feel terrible no one want to listen to me either,sadness,
i was annoyed this particular day as it seemad that the odds were not in my favour my grandfather added fuel to the fire,anger,
i do feel resentful towards other bloggers writing for and against i don t even qualify to feel offence since delhi girls are obviously punjabi,anger,
i had been indifferent to tell the feelings and words i had treasured ever since the feeling start to bloom are one of the moments i want to keep,love,
i feel scared anxious,fear,
i arrived home with a strange feeling of happiness and discontent,sadness,
i watched the news at the tv,anger,
i feel tender just now and i am fine with that,love,
i feel my heart is in your hands your love is all that i demand so give me a chance to show you sweet romance a href http creativecommons,love,
i came home with these bits and bobs feeling very pleased with myself and ready for some sunny british weather,joy,
i get lucky often and most things work out for my benefit but at the same time i feel that i can accept being unfortunate once in a while,sadness,
i do not know these people since they are not a resident of this room and for them to treat me in such a way that i feel angered,anger,
i woke up today feeling kind of strange,fear,
i feel insulted that i was the victim in this triangle,anger,
i liked knowing that i am not the only one feeling the way i do about job options the thing that i liked the most was i was able to find some career path and i found some interests,love,
im feeling very bitchy about this episode in general,anger,
i just feel insulted oh oh oh to my exexbf i am so totally entirely over you,anger,
i cant remember ever feeling so exhausted it took trips with the car on the last day to get everything brought to the trailer,sadness,
i assert it is better to feel rich than to be rich,joy,
i want is to be happy and to feel loved,love,
i remember watching it and feeling devastated because of the sheer familiarity of it all,sadness,
i want to feel all year long that lovely warm tingle that october brings,love,
i tell myself that whenever i feel hesitant to start muay thai,fear,
i was about to feel insulted and show opportunity the finger then the door when it presented the prize two weeks in italy,anger,
i feel unprotected if i do though,fear,
i feel love by sweet little arms wrapped around my legs wet kisses on my face and soft round cheeks on my lips,love,
i feel like amazing x men compensated enough to earn it a out of,surprise,i feel like perplex XTC hands compensated enough to earn information technology a out of
i don t want to bury the hatchet with even though it would be in my best interest simply because i feel that apologizing to a person that insulted me would make me feel like a punk,anger,
i ask myself i think about it myself i feel unhappy,sadness,
i feel like a paranoid stalker or something,fear,
i feel like im almost uh afraid of everything so to speak,fear,
i love for my girls to have an imagination and read fair tales but i feel strongly that reality is also important,joy,
i feel more aggravated and annoyed by their visits,anger,
im feeling very grumpy this week but its not just my annual outbreak of ptpt pre te pouhere tension there has surely been a great deal to be grumpy about this week,anger,
i am feeling impatient i havent been blogging because each day was pretty similar sleep eat pregnancy pains sleep etc,anger,
i hope you all make the time to play along i have a feeling this sketch will be a popular one,joy,
i devote a significant amount of emotional energy to feeling anxious and thus become irritable or frustrated with very little provocation,fear,
i vividly remember feeling so offended that she would even dream such a thing could be a choice,anger,
i feel hateful of myself for being alone,anger,
i am if i go back to the hostel for a break i feel anxious to get back out and see more and more take it all in,fear,
i feel xs more indecisive,fear,
i feel really lucky that i m making a living doing this and i think it s important to pass the word about tap dance,joy,
i indulge in doing some work i forget about the time trust people easily feel restless until my work is been finished,fear,
i feel so deeply loved by her in a way that it disorients me,love,
i feel like i can read all the articles and blogs and even the press releases from the akron marathon in the world but nothing can calm me down,joy,
im feeling very uncomfortable there the comfort and warmth is just not there any more,fear,
i stole a book from one of my all time favorite authors and now i feel like a rotten person,sadness,
i feel carefree and spontaneous i feel like nothing could stop me,joy,
i had a sudden feeling of missed opportunity here i could have asked how their evening was going,sadness,
i was feeling out of sorts restless,fear,
im finally feeling comfortable in my own skin,joy,
i feel so overwhelmed my heart beats hard i m going as fast as i can and when my husband calls to see how i m doing i crack,fear,
im so going to end up feeling slutty and be like ah,love,
im starting to feel submissive by just admitting that,sadness,
i feel the pain in my vein its oh so vain am i insane,sadness,
i realized that i was tired of feeling weird in relationships with boys,fear,
i will remember you as someone who i could feel so comfortable around,joy,
im feeling very doubtful about the necessity of that big coat,fear,
i feel absolutely elegant in my white coat and now i have a cheaper version that i m not as worried about getting dirty,joy,
i feel passionate about and that i want to spend my life doing,love,
i feel that the packaging is really lovely and the product itself just does everything you ask,love,
i need to act cool act unconcern to him so that he wont feel he is special he is appreciated so that i feel safe that he couldnt see the truth sides of me im so tired of covering all the real feelings,joy,
i ve been feeling a bit cranky with the kids this week cranky baby whiny year old demanding preschooler so i wanted to stop and remember how blessed i really am,anger,
i feel funny cause bonka neva thanked me fa his awards,surprise,i flavour funny cause bonka neva give thanks me fa his awards
i feel joyful when im surprised and joyful when i am surprising someone,joy,
i was feeling grouchy and all,anger,
i remember a couple of years ago i was feeling romantic and dreamy and asked him wonder if we ll celebrate our th anniversary,love,
i had just hiked up and down a long steep hillside loaded with grass and bushes so i was feeling pretty doubtful id be able to find it,fear,
i feel totally awful and end up going through that whole nightmarish surgery and feeling good was just around the corner,sadness,
i feel a little scared about this because it is new to me and i have a lot to learn but im sure everything is going to be fine and we can do this together,fear,
i could feel myself getting weepy strangely my left axilla also ached,sadness,
im still feeling very incredibly overwhelmed with the entire situation,surprise,im smooth feeling very incredibly overwhelmed with the entire spot
i have stayed at heritage christian because of the fulfillment that i feel in doing christ s work in action by being the hands the eyes the legs and the voice of supporting the individuals that i have been blessed to know and support,joy,
i have told about this to one of my closest friend and well i am feeling somewhat scared to entrust my secret someone else but at the same time i am also feeling better thinking that now i have someone to share my feeling about that someone special,fear,
i feel another violent daydream coming up and i bet it has something to do with me getting my hands on a saint just costume,anger,
im feeling a bit nostalgic about this flashback friday entry because i realise how different things are today,love,
i miss feeling like i hated you,anger,
i feel heartbroken for bryan,sadness,
i feel wonderful im tipping over backwards im so ambitious im looking back im running a race and youre the books i read so feel my fingers as they touch you arms im spinning around and i feel alright the book i read was in your eyes,joy,
i especially feel this way because someone who i thought was my friend rejected me and joined the clique,sadness,
im back to watching running man and i love it i got back the feeling of why i loved running man,love,
i was pleasantly surprised to read that i was just as susceptible to falling under dessen s romance spell but other parts of the novel did feel like missed opportunities,sadness,
i feel like we should write a book on all of this because we are loving researching it and it is so good,love,
i hope this might create a generation of kids that learns to never fear sharing openly with people they feel safe with,joy,
i am feeling so hyper and bouncy,joy,
i was feeling pressured but it looked awful to have my make up on and my dark wig and then my eye brows look so light,fear,
i was lying in bed last night after a day of making experiments from the usual suspects fabric plastic and feeling agitated that my issues with proper presentation had not made any headway over the course of a mere six hours,anger,
i told omangy that i was feeling violent and i wasnt in a good mood,anger,
im feeling generous tonight,love,
i don t perhaps feel the emotional connection to the issues as an american would but that doesn t take the enjoyment away,sadness,
i let my fingers stroke across his chest to his heart marveling at the feel of him terrified that this is a step too far,fear,
i normally feel kind of awkward at birthday dinner parties since theres always someone i dont know but not this time,sadness,
i feel like supporting a yorkshire team you never know they could be the surprise packet of the round ha ha ha,joy,
i volunteered for everything and wound up feeling overwhelmed and people got mad at me for not being able to meet my obligations,surprise,i offer for everything and wound upwardly finger overwhelmed and mass got unbalanced at me for not being able to meet my obligations
i have felt the need to write out my sometimes anxious feelings impatient thoughts lists of things that still should could be done before this baby arrives,anger,
i feel amazed to say that i am doing what i only dreamed of doing again,surprise,one feel amazed to say that i am doing what unity only dreamed of dress again
i am looking forward to getting baptized maybe but not until i feel devoted and broken in front of the lord,love,
i know you do but i m feeling impatient cause i asked you a question in mine and i m waiting for an answer,anger,
i mean i feel i feel like the i feel the burden i cant breathe and suddenly im terrified of october what have i been doing the past weeks,fear,
i feel blessed beyond blessed to share my life with you each week,love,
i feel so blessed that we were privileged to go,love,
i have been plagued throughout my life with this uncanny feeling of disappointment that it isn t enough that i am doomed to fail and others will delight in it with an i told you so,sadness,
i vocalize my pain and hurt about how i feel like an outsider to others and they tell me its because they just dont think about me or that they never see me and then on the other hand to be told im faithful at what ive committed to in service and coming to everything,joy,
i am a mother though most days it still feels strange to realize i am one,surprise,i am angstrom fuss though most days it still feels strange to realize i amplitude modulation one
i honestly never expected to feel so vulnerable,fear,
i feel sympathetic toward him he is always suffering through a million responsibilities,love,
i don t really feel all that bothered by it to be honest,anger,
i do walk on the treadmill i feel really smug all day so it s worth it,joy,
i don t know this shit happens but every time i find out about yet another secret makeshift graveyard full of women s bones i feel that enraged impotence just like it was the first time,anger,
i cant help but think if id just shut up if id just not made a big deal of what was essentially two adults meeting at the same table for a hot beverage then perhaps i wouldnt have spent the bulk of the weekend feeling like a stupid shit,sadness,
i didnt know whether or not to feel flattered or some sort of disgusted,anger,
i was actually feeling very distressed,fear,
i think about it how harmless that insect is i feel pathetic to be so overpowered by fear,sadness,
i feel so resentful about having to take care of us and not getting to do what i want to do,anger,
i didnt feel like i missed anything at all,sadness,
i believe if you have happy and healthy relationships you are likely to feel much more energized and inspired which will be reflected in your overall health and appearance,joy,
im unhappy i feel irritated by everything and i yell,anger,
i have a desk job and sit on my ass all day long so sometimes i feel paranoid that i m not being active enough and think things like dear god what if i get so fat that i can never lose the baby weight,fear,
i feel most passionate about that arouse my emotions seem to be the things i need to learn something about my emotion tells me there is a need to grow in some direction,love,
i love it he makes me feel so greedy,anger,
im wound a little too tightly for it i remember the paranoid feelings more vividly than the mellow ones,joy,
i feel my brain damaged are getting worst for dis moment,sadness,
im feeling distracted i tend to practice with my eyes shut as much as possible,anger,
im pretty sure it had to do with the fact that im dealing with hyperemesis not enough sleep and feeling irritable,anger,
i guess she was feeling pretty hesitant,fear,
i was supposed to feel sympathy for emma im afraid i failed,fear,
i feel irritable and low but i just cannot put my finger on what exactly i am unhappy about,anger,
i had really felt quite good and safe about having the baby at home although there are always risks but i still feel blessed about how everything turned out,love,
i feel really pissed off justanswer,anger,
i asked that no one gift me but if i go to my sister s house when everyone gathers for the holiday i will feel impolite to show up empty handed,anger,
i feel and some is just a hateful of hollow yes i hear many smiths these days,anger,
i am from new jersey and this first drink was consumed at a post prom party so i feel it s appropriately lame,sadness,
i feel super warm and nice so i smile or i cry,joy,
i would feel weird having my dads hand on my stomach for any amount of time especially for several minutes while he waits to feel taryn jumping around in there,surprise,i would palpate weird give my dads give along my stomach for any amount of time particularly for several minutes while he waits to feel taryn stand out around in there
i started feeling my left arm aching,sadness,
i suddenly feel like some kind of innocent virgin,joy,
i feel pretty much like this scene from a href http www,joy,
i always feel a bit anxious before i preceptor because i am still learning,fear,
i could genuinely feel loving toward someone without them ever knowing it if i dont act like it,love,
i feel bashful discussing it i m a closet gamer if you will and yet millions of people from all around the world are doing the same thing,fear,
im not always able capture the essence of the way i see the world in writing i feel that my weird way of thinking has been generally consistent throughout my short years,fear,
i wake up and i feel absolutely worthless,sadness,
i think and feel its funny its sad its weird but more than any of that its the truth,surprise,iodine conceive and feel its funny its sad its weird but more than whatever of that IT the accuracy
i am feeling especially irritated,anger,
i feel very reluctant to blog during my free period even when my hp is plugged to my laptop for charging making it easy to upload photos online,fear,
i feel especially passionate about,love,
im already feeling pretty festive this year even though its only november,joy,
i feel shocked have i become that old,surprise,i feel shocked give birth i become that old
im always being afraid how the students really feel boring hard to understand or satisfied,sadness,
im going to let myself feel tender about it blog about it then let it go,love,
i will think of something else feel all passionate about that and then it too would stop,love,
im watching a movie called sharknado i feel like my intelligence is being insulted,anger,
i leave something sometimes i throw some change in the tip jar other times i dont leave anything but i feel rude doing that haha,anger,
i dont really feel his presence but im eager to hear news about him,joy,
i feel so selfish so self indulgent,anger,
i look normal even when i feel terrible and it really is hard to hear someone say oh you look so good,sadness,
i was doing some reading during a rather unpleasant plane ride the other day and didnt feel like reading unpleasant things so i skipped the uruk hai entirely and for the full reading experience should come back to it at some point,sadness,
i just feel like being sarcastic and mean and all because history paper is overrrrrrrrrrrr,anger,
i just take control and baby when you kiss my lips and when you kiss my thighs you got me think of the perfect sh t and it always feel so tender and mild when you got your love in between mines,love,
i feel a little calmer im more irritable and impatient than before,anger,
i feel like my mind is blank and empty,sadness,
i feel uncertain of how i can keep my personal development of fitness and health going in the right direction,fear,
i feel like i should be more bothered by this topic but for some reason im sor,anger,
i don t know how to feel any other way about losing someone who feels like a member of my family than heartbroken,sadness,
i was still feeling brave,joy,
i have to loathe myself or even allow myself to feel damaged long term,sadness,
i feel like each year i teach i get more passionate about my job find more love for my kids and want to try even harder,love,
i know we create our own destiny but do you ever feel resentful for the way your life turned out,anger,
i have these bunch of friends im grateful to have the squad mates and the teammates but theres another bunch of people out there that made me feel so worthless because everything i try to do with them it seems so forced conversations it seems like i am forcing my words on them and everything else,sadness,
i love the liz earle moisturizer it does really leave the skin feeling lovely but i think i will purchase the lighter version next time,love,
i am sure at least i hope so that the woman who responded by saying so that he could help out with the kids also feel this way but what surprised me was that all the reasons i listed above were second,surprise,
i feel heartless even though my heart hurts,anger,
im feeling this longing for this endless love that maybe we could have if we let ourselves,love,
i feel so blessed to be experiencing this season of my life as a new mother,love,
i feel like i need to tattoo that peggy o mara quote onto my arm so i ll see it next time i feel disgusted disdainful or disappointed by my children s behavior,anger,
i don t want to feel anything i want to be numb,sadness,
im just thinking back and feeling utterly amazed and grateful that we live in a time when four people who needed a family could find each other despite being thousands of miles apart,surprise,im just thinking back and feeling utterly amazed and grateful that we hot in angstrom unit time when quaternion people World Health Organization needed a family could find from each one early despite being thousands of miles apart
i go closest to feeling the joys when i am physically beside friends i adore and am spending precious quality time together,joy,
i believe even though at the time i didn t feel i should be hospitalized i m pretty sure it was a good thing i was,joy,
i spent the first couple of days feeling a bit restless so i kept myself busy with cleaning and organizing etc,fear,
i walked away from the weekend feeling simply dirty like i had done something really harmful and this feeling more than anything is what overpowers my feeble attempts to justify my actions last weekend,sadness,
i sometimes feel is a gentle reminder of why we are adopting,love,
i have so much going on in my life and am constantly running like crazy i can always steal a quiet moment to acknowledge this child and the overwhelming excitement and anticipation that i feel god is truly faithful and brings everything around,love,
i still love my so and wish the best for him i can no longer tolerate the effect that bm has on our lives and the fact that is has turned my so into a bitter angry person who is not always particularly kind to the people around him when he is feeling stressed,sadness,
i can literally feel a hateful glare directed at me,anger,
i like to feel respected by a guy i m with not abused,joy,
i think about it i feel a rushed mixture of excitement and nerves,anger,
i didnt want to feel outcasted as the uptight religious mormon girl nor did i want to feel like i had to remind everyone i did not drink smoke or wear short dresses,fear,
i feel confident that ive put in the time and done everything possible to win but that decision is out of my hands,joy,
i feel edmontonians are superior to the residents of any other major city but if you ask me what keeps me living here despite my obvious hatred for the climate of the year then my response is family and friends,joy,
i dont recall just now yet vividly recall looking at you as you said it and you i think looking back at me and my feeling very sympathetic or maybe empathetic is the better word of course you needed a space,love,
i do not worry about every nuance of my day and its presentation to others less little things to worry about and that makes me feel less neurotic overall and less likely to trigger psychotic episodes as well,fear,
im alternating between felling optimistic and feeling doomed,sadness,
i found myself feeling shaky and dizzy while i exercised and a part of my weight loss could have been due to getting a throat infection,fear,
im just not feeling it at all id much rather stay in singapore and spend time with my friends i hate everyone and sara is being really bitchy right now div style clearboth padding bottom,anger,
i find myself in the odd position of feeling supportive of,love,
im feeling a bit stressed by the sheer numbers button pressing enthusiasts gathering around my bike,anger,
i must say that i feel that i accepted something of a poisoned chalice,love,
i wanted to feel like i could depend on you and put in ur care and dare i say tender hands some of the things i hold dear u like a winter never seen in these lands became so cold,love,
i feel very helpless and even useless,sadness,
i feel simply amazed when i look back,surprise,ace feel simply flummox when i look back
ive come up with essentially tracks momentum gradually which i feel is as important as game to game results,joy,
i feel like i was a naughty girl and should have said no way,love,
i am asked to lead a prayer meeting i feel a solemn responsibility to prepare myself spiritually and to plan carefully,joy,
i feel like i barely broke into the kit,sadness,
i hate feeling this pathetic,sadness,
i may not feel it i m sure the wisdom that comes with age will help,joy,
i just feel so annoyed with the way our economic job market is set up,anger,
im not going to lie some days i feel uber supportive and other days i feel uber frustrated,love,
i feel so uncertain about the decade ahead,fear,
i could feel was love and joy and pride when i looked at those two sweet little faces,love,
i feel as if i am on hold somehow that ive been given a time for contemplation consolidation and it is a most curious feeling,surprise,i feel AS if i am along bear somehow that ive been given a time for contemplation consolidation and it personify a most curious feeling
ive been feeling a little frantic recently because our summer together is flying by so quickly,fear,
i feel horribly insecure about it all,fear,
i remember that beauty truly is in the eye of the beholder people see the beautiful compliment as a statement of how valuable they find that person and people don t want to kick someone when they are feeling vulnerable,fear,
i know i should write something but i m feeling a bit blank at the moment,sadness,
